order,bill_to_name,customer_class,ship_date,part_number,description,license,ordered,shipped,price,extension,standard_cost,category,sub_category,city,state
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,00955,Caramel Chocolate Filled Cookie,N/A,1.00,1.00,11.74,11.74,6.26,Bulk,Bulk Everyday,Ellington,CT
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,00950,Fudge Mint Filled Cookie,N/A,1.00,1.00,11.74,11.74,6.77,Bulk,Bulk Everyday,Ellington,CT
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,00050,Chocolate Drizzled Macaroon - 5lb Bulk,N/A,1.00,1.00,11.74,11.74,6.30,Bulk,Bulk Everyday,Ellington,CT
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,80075,Rainbow Sprinkle - 6lb Bulk,N/A,1.00,1.00,10.14,10.14,5.92,Bulk,Bulk Everyday,Ellington,CT
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,80050,Chocolate Chip - 6lb Bulk,N/A,1.00,1.00,10.14,10.14,6.45,Bulk,Bulk Everyday,Ellington,CT
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,00034,Rainbow Layer - 5lb Bulk,N/A,3.00,3.00,10.05,30.16,7.14,Bulk,Rainbow Cookies,Ellington,CT
2024-41164-00,DiFiore Ravioli Shop Ellington CT,INTERNET,8/27/2024,00048,Linzer Tart - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,6.41,Bulk,Bulk Everyday,Ellington,CT
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,80301,Almond Biscotti - 6lb Bulk,N/A,1.00,1.00,17.81,17.81,10.10,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00042,Chocolate Florentine - 5lb Bulk,N/A,1.00,1.00,17.53,17.53,7.54,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00050,Chocolate Drizzled Macaroon - 5lb Bulk,N/A,1.00,1.00,15.97,15.97,6.30,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,80060,Sesame Biscotti - 6lb Bulk,N/A,1.00,1.00,14.92,14.92,7.19,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00034,Rainbow Layer - 5lb Bulk,N/A,4.00,4.00,13.67,54.67,7.14,Bulk,Rainbow Cookies,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00090,Melt-A-Way - 5lb Bulk,N/A,2.00,2.00,13.30,26.59,5.19,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00006,Almond Tartlette - 5lb Bulk,N/A,2.00,2.00,13.36,26.73,5.20,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00038,Apricot Pocket - 5lb Bulk,N/A,2.00,2.00,13.30,26.59,5.20,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00032,Raspberry Pocket,N/A,2.00,2.00,13.30,26.59,5.20,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00026,Pistachio Leaf - 5lb Bulk,N/A,1.00,1.00,13.30,13.30,5.37,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,00024,Strawberry Leaf - 5lb Bulk,N/A,1.00,1.00,13.30,13.30,5.27,Bulk,Bulk Everyday,high point,NC
2024-41155-00,Capra's Italian Deli,INTERNET,8/27/2024,80015,Anisette Biscotti - 5lb Bulk,N/A,1.00,1.00,12.42,12.42,7.72,Bulk,Bulk Everyday,high point,NC
2024-41154-00,Mama Mia Restaurant,INTERNET,8/27/2024,01011,Large Cannoli Shells - 144/Case,N/A,5.00,5.00,29.02,145.12,12.69,Bulk,Cannoli Shells,Livonia,MI
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,16334,Cakebites - Classic Italian Rainbow - Family Pack 12/Case,N/A,1.00,1.00,22.98,22.98,11.65,Branded,Cakebites,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,00024,Strawberry Leaf - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.27,Bulk,Bulk Everyday,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,00032,Raspberry Pocket,N/A,1.00,1.00,9.78,9.78,5.20,Bulk,Bulk Everyday,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,80010,Lemon Fan - 6lb Bulk,N/A,2.00,2.00,12.24,24.47,7.79,Bulk,Bulk Everyday,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,00026,Pistachio Leaf - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.37,Bulk,Bulk Everyday,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,80041,Cherry Jelly Top - 6lb Bulk,N/A,1.00,1.00,10.14,10.14,5.92,Bulk,Bulk Everyday,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,00034,Rainbow Layer - 5lb Bulk,N/A,2.00,2.00,10.05,20.10,7.14,Bulk,Rainbow Cookies,Nashville,TN
2024-41152-00,Coco's Italian Market,INTERNET,8/27/2024,00090,Melt-A-Way - 5lb Bulk,N/A,2.00,2.00,9.78,19.55,5.19,Bulk,Bulk Everyday,Nashville,TN
2024-41151-00,TARGET DC 0551,GROCERY,8/3/2024,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,34.32,-34.32,0.00,Branded,All Branded,FRIDLEY,MN
2024-41149-00,TARGET DC 0551,GROCERY,8/10/2024,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,58.21,-58.21,0.00,Branded,All Branded,FRIDLEY,MN
2024-41142-00,Jenn Tinson,INTERNET,8/27/2024,80301,Almond Biscotti - 6lb Bulk,N/A,2.00,2.00,17.81,35.62,10.10,Bulk,Bulk Everyday,Lewiston,NY
2024-41142-00,Jenn Tinson,INTERNET,8/27/2024,Freight - Webstore,Freight - Webstore,N/A,1.00,1.00,11.03,11.03,0.00,Freight,Other,Lewiston,NY
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00046,Vanilla Florentine - 5lb Bulk,N/A,1.00,1.00,12.89,12.89,7.72,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00042,Chocolate Florentine - 5lb Bulk,N/A,1.00,1.00,12.89,12.89,7.54,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,80385,Raspberry Finger - 6lb Bulk,N/A,1.00,1.00,12.24,12.24,9.25,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,80010,Lemon Fan - 6lb Bulk,N/A,2.00,2.00,12.24,24.47,7.79,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00945,S'mores Filled Cookie,N/A,1.00,1.00,11.74,11.74,5.79,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00950,Fudge Mint Filled Cookie,N/A,1.00,1.00,11.74,11.74,6.77,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00955,Caramel Chocolate Filled Cookie,N/A,1.00,1.00,11.74,11.74,6.26,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00940,Double Chcolate Coconut Squares,N/A,1.00,1.00,11.74,11.74,6.07,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,80060,Sesame Biscotti - 6lb Bulk,N/A,2.00,2.00,10.97,21.94,7.19,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00088,Peanutter - 5lb Bulk,N/A,1.00,1.00,10.29,10.29,6.15,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,80075,Rainbow Sprinkle - 6lb Bulk,N/A,1.00,1.00,10.14,10.14,5.92,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00182,Honey Dutch Boy - 5lb Bulk,N/A,1.00,1.00,10.07,10.07,5.70,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00044,Red Velvet - 5lb Bulk,N/A,1.00,1.00,10.11,10.11,6.37,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,80041,Cherry Jelly Top - 6lb Bulk,N/A,1.00,1.00,10.14,10.14,5.92,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00006,Almond Tartlette - 5lb Bulk,N/A,1.00,1.00,9.83,9.83,5.20,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00048,Linzer Tart - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,6.41,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00078,Vanilla Wafer - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,6.20,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00090,Melt-A-Way - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.19,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00038,Apricot Pocket - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.20,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00032,Raspberry Pocket,N/A,1.00,1.00,9.78,9.78,5.20,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00008,Raspberry Napoleon - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.80,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00026,Pistachio Leaf - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.37,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00024,Strawberry Leaf - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.27,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00018,Pretzel - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.17,Bulk,Bulk Everyday,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00709,Sugar Trio - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,4.03,Bulk,Bulk Harvest,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00701,Orange Pumpkin Face - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,4.62,Bulk,Bulk Harvest,Falmouth,MA
2024-41133-00,Italian Gourmet Foods/Slice of Italy,INTERNET,8/27/2024,00712,Apple Pie - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.53,Bulk,Bulk Harvest,Falmouth,MA
2024-41116-00,TARGET DC 0551,GROCERY,8/3/2024,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,3.97,-3.97,0.00,Branded,All Branded,FRIDLEY,MN
2024-41115-00,UNFI ACCOUNTS PAYABLE,GROCERY,8/24/2024,Deals Branded,Deals Branded,N/A,-1.00,-1.00,106.36,-106.36,0.00,Branded,All Branded,HOWELL,NJ
2024-41113-00,"DOT FOODS, INC.",DISTRIBUTOR,8/22/2024,Deals Bulk,Deals Bulk,N/A,-1.00,-1.00,9.13,-9.13,0.00,Bulk,All Bulk,MT. STERLING,IL
2024-41104-00,MDV SPARTANNASH,OTHER,8/23/2024,Dues and Subscriptions,Dues and Subscriptions,N/A,-1.00,-1.00,240.00,-240.00,0.00,Other,Other Products,NORFOLK,VA
2024-41100-00,Plehn’s Bakery,INTERNET,8/27/2024,00032,Raspberry Pocket,N/A,5.00,5.00,9.78,48.88,5.20,Bulk,Bulk Everyday,Louisville,KY
2024-41100-00,Plehn’s Bakery,INTERNET,8/27/2024,80075,Rainbow Sprinkle - 6lb Bulk,N/A,2.00,2.00,10.14,20.28,5.92,Bulk,Bulk Everyday,Louisville,KY
2024-41100-00,Plehn’s Bakery,INTERNET,8/27/2024,00038,Apricot Pocket - 5lb Bulk,N/A,4.00,4.00,9.78,39.10,5.20,Bulk,Bulk Everyday,Louisville,KY
2024-41100-00,Plehn’s Bakery,INTERNET,8/27/2024,80041,Cherry Jelly Top - 6lb Bulk,N/A,2.00,2.00,10.14,20.28,5.92,Bulk,Bulk Everyday,Louisville,KY
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00008,Raspberry Napoleon - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.80,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00036,Black Forest - 5lb Bulk,N/A,1.00,1.00,11.74,11.74,5.97,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,80600,Traditionally Italian Assortment - 6lb Bulk,N/A,2.00,2.00,13.72,27.43,11.44,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00048,Linzer Tart - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,6.41,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00024,Strawberry Leaf - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.27,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00026,Pistachio Leaf - 5lb Bulk,N/A,1.00,1.00,9.78,9.78,5.37,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00034,Rainbow Layer - 5lb Bulk,N/A,3.00,3.00,10.05,30.16,7.14,Bulk,Rainbow Cookies,Cuyahoga Falls,OH
2024-41099-00,Vincent's Bakery,INTERNET,8/26/2024,00050,Chocolate Drizzled Macaroon - 5lb Bulk,N/A,1.00,1.00,11.74,11.74,6.30,Bulk,Bulk Everyday,Cuyahoga Falls,OH
2024-41092-00,"DOT FOODS, INC.",DISTRIBUTOR,8/22/2024,"Damages, Shorts","Damages, Shorts",N/A,-1.00,-1.00,82.15,-82.15,0.00,Selling Expense,"Damages, Shorts",MT. STERLING,IL
2024-41091-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/3/2024,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,16.50,-16.50,0.00,Branded,All Branded,KEASBEY,NJ
2024-41090-00,WAKEFERN FOOD CORP.PLAZA 7,GROCERY,8/3/2024,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,364.50,-364.50,0.00,Branded,All Branded,KEASBEY,NJ
2024-41089-00,TARGET DC 0551,GROCERY,8/14/2024,"Salvage, Stales - Branded","Salvage, Stales - Branded",N/A,-1.00,-1.00,44.82,-44.82,0.00,Branded,All Branded,FRIDLEY,MN
2024-41087-00,TARGET DC 0551,GROCERY,8/3/2024,Promotions Branded,Promotions Branded,N/A,-1.00,-1.00,636.67,-636.67,0.00,Branded,All Branded,FRIDLEY,MN
2024-41085-00,"SIGNATURE FUNDRAISING, INC",OTHER,8/28/2024,15482ND,Cakebites - Chocolate Chip Cookie Dough - BULK Pack 48/Case - CLOSED CODE,N/A,11.00,11.00,0.00,0.00,12.34,Branded,Cakebites,ROYSE CITY,TX
2024-41085-00,"SIGNATURE FUNDRAISING, INC",OTHER,8/28/2024,16434ND,Cakebites - Classic Italian Rainbow - BULK Pack 48/Case - Closed Code,N/A,35.00,35.00,0.00,0.00,11.82,Branded,Cakebites,ROYSE CITY,TX
2024-41085-00,"SIGNATURE FUNDRAISING, INC",OTHER,8/28/2024,16222ND,CakeBites - Snickers - 48ct Vend Pack - CLOSED CODE,MARS,40.00,40.00,0.00,0.00,8.81,Branded,Cakebites,ROYSE CITY,TX
2024-41084-00,KING KULLEN,GROCERY,8/10/2024,16334A,RAINBOW CAKEBITE FAMILY PACK,N/A,73.00,73.00,1.63,118.84,8.63,Branded,Cakebites,BRIDGEHAMPTON,NY
2024-41084-00,KING KULLEN,GROCERY,8/10/2024,50812A,CRUMBLES - Chocolate Chip - Family Pack AMAZON,N/A,12.00,12.00,1.63,19.54,1.87,Branded,Filled Cookies & Crumbles,BRIDGEHAMPTON,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,16034AA,12 CT RAINBOW CAKEBITES - Single Serve,N/A,24.00,24.00,0.68,16.22,0.25,Branded,Cakebites,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,18812AA,Cakebites - M&M's Single Serve,MARS,24.00,24.00,0.68,16.22,0.28,Branded,Cakebites,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,16296AA,Cakebites - SNICKERS - 12ct Display - Single Serve,MARS,24.00,24.00,0.68,16.22,0.29,Branded,Cakebites,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,16334A,RAINBOW CAKEBITE FAMILY PACK,N/A,36.00,36.00,1.63,58.61,8.63,Branded,Cakebites,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,13128A,Pistachio CAKEBITES Family Pack,N/A,12.00,12.00,1.63,19.54,1.57,Branded,Cakebites,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,50128A,CRUMBLES - Apple Cinnamon - Family Pack  - AMAZON,N/A,12.00,12.00,1.63,19.54,1.87,Branded,Filled Cookies & Crumbles,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,50812A,CRUMBLES - Chocolate Chip - Family Pack AMAZON,N/A,12.00,12.00,1.63,19.54,1.87,Branded,Filled Cookies & Crumbles,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,50228A,CRUMBLES - Blueberry - Family Pack - AMAZON,N/A,12.00,12.00,1.63,19.54,1.94,Branded,Filled Cookies & Crumbles,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,50122AA,CRUMBLES - Apple Cinnamon - 12ct Display - Single Serve,N/A,12.00,12.00,0.68,8.11,0.31,Branded,Filled Cookies & Crumbles,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,50012AA,CRUMBLES - Chocolate Chip - 12ct Display  - Single Serve,N/A,24.00,24.00,0.68,16.22,0.35,Branded,Filled Cookies & Crumbles,MANORVILLE,NY
2024-41083-00,KING KULLEN,GROCERY,8/10/2024,50212AA,CRUMBLES - Blueberry - 12ct Display Display - Single Serve,N/A,12.00,12.00,0.68,8.11,0.45,Branded,Filled Cookies & Crumbles,MANORVILLE,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,18812AA,Cakebites - M&M's Single Serve,MARS,12.00,12.00,0.68,8.11,0.28,Branded,Cakebites,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,16296AA,Cakebites - SNICKERS - 12ct Display - Single Serve,MARS,12.00,12.00,0.68,8.11,0.29,Branded,Cakebites,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,16334A,RAINBOW CAKEBITE FAMILY PACK,N/A,6.00,6.00,1.63,9.77,8.63,Branded,Cakebites,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,50128A,CRUMBLES - Apple Cinnamon - Family Pack  - AMAZON,N/A,6.00,6.00,1.63,9.77,1.87,Branded,Filled Cookies & Crumbles,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,50122AA,CRUMBLES - Apple Cinnamon - 12ct Display - Single Serve,N/A,12.00,12.00,0.68,8.11,0.31,Branded,Filled Cookies & Crumbles,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,50012AA,CRUMBLES - Chocolate Chip - 12ct Display  - Single Serve,N/A,12.00,12.00,0.68,8.11,0.35,Branded,Filled Cookies & Crumbles,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,16812A,Cakebites - SNICKERS - Family Pack Amazon,MARS,4.00,4.00,1.63,6.51,0.99,Branded,Cakebites,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,18128A,Cakebites - M&Ms - Family Pack Amazon,MARS,4.00,4.00,1.63,6.51,1.04,Branded,Cakebites,HUNTINGTON,NY
2024-41081-00,KING KULLEN,GROCERY,8/21/2024,19728A,Girl Scouts Thin Mint CAKEBITES Family 4 Pack - Amazon,Girl Scouts,4.00,4.00,1.63,6.51,1.33,Branded,Cakebites,HUNTINGTON,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,18812AA,Cakebites - M&M's Single Serve,MARS,12.00,12.00,0.68,8.11,0.28,Branded,Cakebites,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,16296AA,Cakebites - SNICKERS - 12ct Display - Single Serve,MARS,12.00,12.00,0.68,8.11,0.29,Branded,Cakebites,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,50812A,CRUMBLES - Chocolate Chip - Family Pack AMAZON,N/A,6.00,6.00,1.63,9.77,1.87,Branded,Filled Cookies & Crumbles,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,50122AA,CRUMBLES - Apple Cinnamon - 12ct Display - Single Serve,N/A,12.00,12.00,0.68,8.11,0.31,Branded,Filled Cookies & Crumbles,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,50012AA,CRUMBLES - Chocolate Chip - 12ct Display  - Single Serve,N/A,12.00,12.00,0.68,8.11,0.35,Branded,Filled Cookies & Crumbles,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,16812A,Cakebites - SNICKERS - Family Pack Amazon,MARS,4.00,4.00,1.63,6.51,0.99,Branded,Cakebites,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,18128A,Cakebites - M&Ms - Family Pack Amazon,MARS,4.00,4.00,1.63,6.51,1.04,Branded,Cakebites,GARDEN CITY,NY
2024-41080-00,KING KULLEN,GROCERY,8/21/2024,19728A,Girl Scouts Thin Mint CAKEBITES Family 4 Pack - Amazon,Girl Scouts,3.00,3.00,1.63,4.88,1.33,Branded,Cakebites,GARDEN CITY,NY
2024-41079-00,KING KULLEN,GROCERY,8/21/2024,16812A,Cakebites - SNICKERS - Family Pack Amazon,MARS,4.00,4.00,1.63,6.51,0.99,Branded,Cakebites,LEVITTOWN,NY
2024-41079-00,KING KULLEN,GROCERY,8/21/2024,18128A,Cakebites - M&Ms - Family Pack Amazon,MARS,4.00,4.00,1.63,6.51,1.04,Branded,Cakebites,LEVITTOWN,NY
2024-41079-00,KING KULLEN,GROCERY,8/21/2024,19728A,Girl Scouts Thin Mint CAKEBITES Family 4 Pack - Amazon,Girl Scouts,4.00,4.00,1.63,6.51,1.33,Branded,Cakebites,LEVITTOWN,NY
2024-41078-00,KING KULLEN,GROCERY,8/21/2024,16034AA,12 CT RAINBOW CAKEBITES - Single Serve,N/A,12.00,12.00,0.68,8.11,0.25,Branded,Cakebites,WANTAGH,NY
2024-41078-00,KING KULLEN,GROCERY,8/21/2024,16812A,Cakebites - SNICKERS - Family Pack Amazon,MARS,6.00,6.00,1.63,9.77,0.99,Branded,Cakebites,WANTAGH,NY
2024-41078-00,KING KULLEN,GROCERY,8/21/2024,18128A,Cakebites - M&Ms - Family Pack Amazon,MARS,6.00,6.00,1.63,9.77,1.04,Branded,Cakebites,WANTAGH,NY
2024-41078-00,KING KULLEN,GROCERY,8/21/2024,19728A,Girl Scouts Thin Mint CAKEBITES Family 4 Pack - Amazon,Girl Scouts,6.00,6.00,1.63,9.77,1.33,Branded,Cakebites,WANTAGH,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,16034AA,12 CT RAINBOW CAKEBITES - Single Serve,N/A,12.00,12.00,0.68,8.11,0.25,Branded,Cakebites,BELLMORE,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,16334A,RAINBOW CAKEBITE FAMILY PACK,N/A,6.00,6.00,1.63,9.77,8.63,Branded,Cakebites,BELLMORE,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,50128A,CRUMBLES - Apple Cinnamon - Family Pack  - AMAZON,N/A,6.00,6.00,1.63,9.77,1.87,Branded,Filled Cookies & Crumbles,BELLMORE,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,50812A,CRUMBLES - Chocolate Chip - Family Pack AMAZON,N/A,6.00,6.00,1.63,9.77,1.87,Branded,Filled Cookies & Crumbles,BELLMORE,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,16812A,Cakebites - SNICKERS - Family Pack Amazon,MARS,6.00,6.00,1.63,9.77,0.99,Branded,Cakebites,BELLMORE,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,18128A,Cakebites - M&Ms - Family Pack Amazon,MARS,6.00,6.00,1.63,9.77,1.04,Branded,Cakebites,BELLMORE,NY
2024-41076-00,KING KULLEN,GROCERY,8/21/2024,19728A,Girl Scouts Thin Mint CAKEBITES Family 4 Pack - Amazon,Girl Scouts,6.00,6.00,1.63,9.77,1.33,Branded,Cakebites,BELLMORE,NY
2024-41075-00,KING KULLEN,GROCERY,8/14/2024,16034AA,12 CT RAINBOW CAKEBITES - Single Serve,N/A,24.00,24.00,0.68,16.22,0.25,Branded,Cakebites,MANHASSET,NY
2024-41075-00,KING KULLEN,GROCERY,8/14/2024,18812AA,Cakebites - M&M's Single Serve,MARS,12.00,12.00,0.68,8.11,0.28,Branded,Cakebites,MANHASSET,NY
2024-41075-00,KING KULLEN,GROCERY,8/14/2024,16296AA,Cakebites - SNICKERS - 12ct Display - Single Serve,MARS,12.00,12.00,0.68,8.11,0.29,Branded,Cakebites,MANHASSET,NY
2024-41075-00,KING KULLEN,GROCERY,8/14/2024,13128A,Pistachio CAKEBITES Family Pack,N/A,12.00,12.00,1.63,19.54,1.57,Branded,Cakebites,MANHASSET,NY
2024-41075-00,KING KULLEN,GROCERY,8/14/2024,50812A,CRUMBLES - Chocolate Chip - Family Pack AMAZON,N/A,12.00,12.00,1.63,19.54,1.87,Branded,Filled Cookies & Crumbles,MANHASSET,NY
